Account Name,nsbi_sector,Deal Type,NSBI Financial Contribution (Commitment/Announced),Place Name,nsbi_county,PostalCode,fiscal year,Longitude,Latitude,New Georeferenced Column
Maritime bioLoggers Inc.,Oceans Technology,Export Growth Program,2318,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Momentum IT Group,ICT (includes Digital Media),Export Growth Program,4572,Halifax,Halifax Regional Municipality,B3J1Y2,2018 - 2019,-63.570421,44.64012,POINT (-63.570421 44.64012)
New Colliers Ltd,Energy,Export Growth Program,545,Waverley,Halifax Regional Municipality,B2R1H2,2018 - 2019,-63.58709433,44.77831405,POINT (-63.58709433 44.77831405)
Pelagis Data Solutions,Oceans Technology,Export Growth Program,1050,Point Edward,Cape Breton,B2A4R2,2018 - 2019,-60.276693,46.162688,POINT (-60.276693 46.162688)
Roswall Development Incorporated,Energy,Export Growth Program,3100,Halifax,Halifax Regional Municipality,B3M2L3,2018 - 2019,-63.66099,44.683287,POINT (-63.66099 44.683287)
Ziah Frost Media Inc.,Film Production,Export Growth Program,4315,Halifax,Halifax Regional Municipality,B3M1B9,2018 - 2019,-63.650476,44.652447,POINT (-63.650476 44.652447)
Breakers Fish Co Ltd,Fish & Seafood Processing,Export Growth Program,3500,Halifax,Halifax Regional Municipality,B3L2C2,2018 - 2019,-63.627898,44.653612,POINT (-63.627898 44.653612)
FoodByte Inc,ICT (includes Digital Media),Export Growth Program,850,Wolfville,Kings,B4P2R6,2018 - 2019,-64.36820119,45.0890494,POINT (-64.36820119 45.0890494)
Foundation Marketing Services Inc.,Business Services,Export Growth Program,5605,Halifax,Halifax Regional Municipality,B3M4C5,2018 - 2019,-63.635894,44.661222,POINT (-63.635894 44.661222)
Graphite Innovation and Technologies Inc.,Advanced Manufacturing,Export Growth Program,2900,Dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
Mimir Networks Corporation,ICT (includes Digital Media),Export Growth Program,9475,Sydney,Cape Breton,B1P1V2,2018 - 2019,-60.19056497,46.1362829,POINT (-60.19056497 46.1362829)
Portara Pictures Incorporated,Film Production,Export Growth Program,4983,Duncan Cove,Halifax Regional Municipality,B3V1K4,2018 - 2019,-63.788549,44.713309,POINT (-63.788549 44.713309)
Securicy Data Solutions Ltd,ICT (includes Digital Media),Export Growth Program,3114,Sydney,Cape Breton,B1P1C6,2018 - 2019,-60.19501343,46.13911828,POINT (-60.19501343 46.13911828)
Sedna Tech,Oceans Technology,Export Growth Program,2750,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Steinhart Distillery Limited,Agri-food,Export Growth Program,2100,Antigonish,Antigonish,B2G2L1,2018 - 2019,-62.155396,45.566847,POINT (-62.155396 45.566847)
Strongest Families Institute,Business Services,Export Growth Program,3423,Lower Sackville,Halifax Regional Municipality,B4C4E6,2018 - 2019,-63.65843038,44.7606098,POINT (-63.65843038 44.7606098)
Success Through Trust Inc,Business Services,Export Growth Program,3125,Halifax,Halifax Regional Municipality,B3L2H3,2018 - 2019,-63.626126,44.648102,POINT (-63.626126 44.648102)
Deprolabs Technology Inc.,ICT (includes Digital Media),Export Growth Program,2800,Halifax,Halifax Regional Municipality,B3S1G5,2018 - 2019,-63.673695,44.672237,POINT (-63.673695 44.672237)
Dominion Diving Limited,Oceans Technology,Export Growth Program,8650,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Festina Lente Productions Inc.,Film Production,Export Growth Program,900,Chester,Lunenburg,B0J1J0,2018 - 2019,-64.225079,44.560562,POINT (-64.225079 44.560562)
Focal Research Consultants Limited,Business Services,Export Growth Program,8629,Halifax,Halifax Regional Municipality,B3L2C2,2018 - 2019,-63.627898,44.653612,POINT (-63.627898 44.653612)
Harbr Inc.,ICT (includes Digital Media),Export Growth Program,15000,Halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Leeway Yachts Ltd.,Oceans Technology,Export Growth Program,2367,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
NS Sports Media Pros Ltd,ICT (includes Digital Media),Export Growth Program,7125,Halifax,Halifax Regional Municipality,B3S0B9,2018 - 2019,-63.6851302,44.658753,POINT (-63.6851302 44.658753)
Prosaris Consulting Ltd.,Business Services,Export Growth Program,10452,Hammonds Plains,Halifax Regional Municipality,B4B1P4,2018 - 2019,-63.756573,44.731435,POINT (-63.756573 44.731435)
QRA Corp,ICT (includes Digital Media),Export Growth Program,4425,Halifax,Halifax Regional Municipality,B3K5L2,2018 - 2019,-63.602819,44.659309,POINT (-63.602819 44.659309)
Riverside Lobster International Inc,Fish & Seafood Processing,Export Growth Program,4535,Meteghan,Digby,B0W2J0,2018 - 2019,-66.258852,44.158134,POINT (-66.258852 44.158134)
SalesRight Technologies Inc,ICT (includes Digital Media),Export Growth Program,2650,Halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Peer Ledger Inc,ICT (includes Digital Media),Export Growth Program,12118,Halifax,Halifax Regional Municipality,B3H4P3,2018 - 2019,-63.572337,44.63221,POINT (-63.572337 44.63221)
Acoubit Communications,Oceans Technology,Export Growth Program,1390,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Classic Fine Foods,Agri-food,Export Growth Program,1790,Edwardsville,Cape Breton,B2A4S6,2018 - 2019,-60.22160264,46.15678026,POINT (-60.22160264 46.15678026)
Site 2020 Inc.,ICT (includes Digital Media),Export Growth Program,10025,Dartmouth,Halifax Regional Municipality,B3B1L3,2018 - 2019,-63.595664,44.704755,POINT (-63.595664 44.704755)
Meghan Martin Incorporated,Business Services,Export Growth Program,10800,Dartmouth,Halifax Regional Municipality,B3A2L3,2018 - 2019,-63.563871,44.674896,POINT (-63.563871 44.674896)
MRE Industries Limited,Energy,Export Growth Program,520,Dartmouth,Halifax Regional Municipality,B3B1N7,2018 - 2019,-63.601539,44.716471,POINT (-63.601539 44.716471)
Nova Graphene,Oceans Technology,Export Growth Program,6038,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
PeopleCan Training & Development,Business Services,Export Growth Program,829,Lower Sackville,Halifax Regional Municipality,B4C2S3,2018 - 2019,-63.68483351,44.76785324,POINT (-63.68483351 44.76785324)
Spark Engagement Inc,Business Services,Export Growth Program,12941,Antigonish,Antigonish,B2G2L2,2018 - 2019,-61.944846,45.654903,POINT (-61.944846 45.654903)
World Link Food Distributors Inc,Fish & Seafood Processing,Export Growth Program,14125,Enfield,Halifax Regional Municipality,B2T1K3,2018 - 2019,-63.52380855,44.8796973,POINT (-63.52380855 44.8796973)
CacheFlo Inc.,Business Services,Export Growth Program,6687,Halifax,Halifax Regional Municipality,B3J3J8,2018 - 2019,-63.57894264,44.65095794,POINT (-63.57894264 44.65095794)
Cove Kombucha,Agri-food,Export Growth Program,1500,Halifax,Halifax Regional Municipality,B3J2J9,2018 - 2019,-63.576924,44.640981,POINT (-63.576924 44.640981)
Dormie Golf Workshop Inc.,Advanced Manufacturing,Export Growth Program,13800,Halifax,Halifax Regional Municipality,B3K2Y3,2018 - 2019,-63.590301,44.660963,POINT (-63.590301 44.660963)
Guild Software Inc,Business Services,Export Growth Program,3290,Bedford,Halifax Regional Municipality,B4A1E6,2018 - 2019,-63.657959,44.731599,POINT (-63.657959 44.731599)
Nodalblock Canada Holdings Inc.,ICT (includes Digital Media),Export Growth Program,7100,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Novate Systems Inc.,Engineering & Professional,Export Growth Program,4213,Dartmouth,Halifax Regional Municipality,B3B1P7,2018 - 2019,-63.61637086,44.70527104,POINT (-63.61637086 44.70527104)
Panag Pharma Inc.,Life Sciences,Export Growth Program,1621,Halifax,Halifax Regional Municipality,B3J3R7,2018 - 2019,-63.57614729,44.65208895,POINT (-63.57614729 44.65208895)
Stratigro Business Consulting,Business Services,Export Growth Program,1000,Meteghan,Digby,B0W2J0,2018 - 2019,-66.258852,44.158134,POINT (-66.258852 44.158134)
Ubique Networks Inc,ICT (includes Digital Media),Export Growth Program,12975,Sydney,Cape Breton,B1P1J7,2018 - 2019,-60.19367434,46.14157268,POINT (-60.19367434 46.14157268)
Clerisy Management Group Limited,Film Production,Export Growth Program,7352,Dartmouth,Halifax Regional Municipality,B3B1W9,2018 - 2019,-63.579685,44.69696,POINT (-63.579685 44.69696)
Dadavan Systems Inc,ICT (includes Digital Media),Export Growth Program,710,Waverley,Halifax Regional Municipality,B2R1R7,2018 - 2019,-63.60008607,44.78239155,POINT (-63.60008607 44.78239155)
Dominion Diving Limited,Oceans Technology,Export Growth Program,4200,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
East Coast Varsity,Business Services,Export Growth Program,7185,Dartmouth,Halifax Regional Municipality,B2W6L4,2018 - 2019,-63.532147,44.670365,POINT (-63.532147 44.670365)
Hivetronics Limited,Agri-food,Export Growth Program,450,Dartmouth,Halifax Regional Municipality,B2W4Z3,2018 - 2019,-63.503976,44.686741,POINT (-63.503976 44.686741)
MetOcean Telematics Limited,Oceans Technology,Export Growth Program,25000,Dartmouth,Halifax Regional Municipality,B3B1R9,2018 - 2019,-63.595049,44.699403,POINT (-63.595049 44.699403)
More In Store Marketing Solutions Inc,Business Services,Export Growth Program,605,Fall River,Halifax Regional Municipality,B2T1J6,2018 - 2019,-63.599837,44.805489,POINT (-63.599837 44.805489)
NewAE Technology Inc.,Aerospace & Defence,Export Growth Program,7465,Halifax,Halifax Regional Municipality,B3H2R8,2018 - 2019,-63.572766,44.637045,POINT (-63.572766 44.637045)
Novonix Battery Testing Services Inc,Energy,Export Growth Program,16572,Bedford,Halifax Regional Municipality,B4B1H1,2018 - 2019,-63.710231,44.722456,POINT (-63.710231 44.722456)
RIMOT.IO Inc,ICT (includes Digital Media),Export Growth Program,10999,Dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
SolutionInc Ltd,ICT (includes Digital Media),Export Growth Program,5255,Halifax,Halifax Regional Municipality,B3K1T2,2018 - 2019,-63.595928,44.658385,POINT (-63.595928 44.658385)
Chase's Lobster Pound Ltd,Agri-food,Export Growth Program,14000,Port Howe,Cumberland,B0K1K0,2018 - 2019,-63.849946,45.810472,POINT (-63.849946 45.810472)
Eyeread Inc.,ICT (includes Digital Media),Export Growth Program,11275,Dartmouth,Halifax Regional Municipality,B3B1E8,2018 - 2019,-63.613528,44.694128,POINT (-63.613528 44.694128)
Sedna Tech,Oceans Technology,Export Growth Program,6000,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Survival Systems Ltd,Oceans Technology,Export Growth Program,5319,Dartmouth,Halifax Regional Municipality,B2Y4W6,2018 - 2019,-63.539046,44.6562,POINT (-63.539046 44.6562)
Two East Productions Inc.,Film Production,Export Growth Program,647,Chester,Halifax Regional Municipality,B0J1J0,2018 - 2019,-64.225079,44.560562,POINT (-64.225079 44.560562)
Deep Vision Inc,ICT (includes Digital Media),Export Growth Program,2967,Dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
DGI Clinical Inc.,Life Sciences,Export Growth Program,2092,Halifax,Halifax Regional Municipality,B3J2E3,2018 - 2019,-63.576047,44.646813,POINT (-63.576047 44.646813)
Du Nord Skin Care,Advanced Manufacturing,Export Growth Program,7981,Ketch Harbour,Halifax Regional Municipality,B3V1K6,2018 - 2019,-63.543553,44.486785,POINT (-63.543553 44.486785)
GeoNavo Positioning Systems Inc,ICT (includes Digital Media),Export Growth Program,10700,Hammonds Plains,Halifax Regional Municipality,B4B2B8,2018 - 2019,-63.800164,44.734087,POINT (-63.800164 44.734087)
Halifax Language Institute of Canada,Business Services,Export Growth Program,14976,Halifax,Halifax Regional Municipality,B3J3M7,2018 - 2019,-63.577974,44.642749,POINT (-63.577974 44.642749)
Meghan Martin Incorporated,Business Services,Export Growth Program,4167,Dartmouth,Halifax Regional Municipality,B3A2L3,2018 - 2019,-63.563871,44.674896,POINT (-63.563871 44.674896)
Nova Graphene,Oceans Technology,Export Growth Program,8925,Dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Proven Marketing for Lawyers Inc.,Business Services,Export Growth Program,500,Halifax,Halifax Regional Municipality,B3H4K6,2018 - 2019,-63.578788,44.637258,POINT (-63.578788 44.637258)
Sassy Solutions Consulting Limited,Business Services,Export Growth Program,970,Halifax,Halifax Regional Municipality,B3M3C8,2018 - 2019,-63.652605,44.657547,POINT (-63.652605 44.657547)
Sealand Building Group Inc,Advanced Manufacturing,Export Growth Program,8875,Halifax,Halifax Regional Municipality,B4B1G2,2018 - 2019,-63.741086,44.724533,POINT (-63.741086 44.724533)
Securicy Data Solutions Ltd,ICT (includes Digital Media),Export Growth Program,9924,Sydney,Cape Breton,B1P1C6,2018 - 2019,-60.19501343,46.13911828,POINT (-60.19501343 46.13911828)
Trip Ninja,ICT (includes Digital Media),Export Growth Program,6039,Halifax,Halifax Regional Municipality,B3J2V1,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
Tri-Star Industries Limited,Advanced Manufacturing,Export Growth Program,6600,Yarmouth,Yarmouth,B5A4B4,2018 - 2019,-66.118319,43.842674,POINT (-66.118319 43.842674)
Uprise Consulting,Business Services,Export Growth Program,4118,Halifax,Halifax Regional Municipality,B3L4T7,2018 - 2019,-63.631058,44.653673,POINT (-63.631058 44.653673)
USP-LAB N.A. Ltd.,ICT (includes Digital Media),Export Growth Program,2475,Halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
AC Live Lobster Inc,Fish & Seafood Processing,Export Growth Program,15000,Clarks Harbour,Shelburne,B0W1P0,2018 - 2019,-65.650454,43.462969,POINT (-65.650454 43.462969)
Beta Glucan Company of Canada Inc.,Life Sciences,Export Growth Program,2300,Halifax,Halifax Regional Municipality,B3H4N3,2018 - 2019,-63.578083,44.629216,POINT (-63.578083 44.629216)
CacheFlo Inc.,Business Services,Export Growth Program,2900,Halifax,Halifax Regional Municipality,B3J3J8,2018 - 2019,-63.57894264,44.65095794,POINT (-63.57894264 44.65095794)
CarbonCure Technologies Inc,Energy,Export Growth Program,13500,Dartmouth,Halifax Regional Municipality,B3B1R6,2018 - 2019,-63.597081,44.704092,POINT (-63.597081 44.704092)
Current Studios Inc,ICT (includes Digital Media),Export Growth Program,3000,Halifax,Halifax Regional Municipality,B3J3X8,2018 - 2019,-63.576767,44.64669,POINT (-63.576767 44.64669)
Giffin Technologies Inc.,Agri-food,Export Growth Program,901,Halifax,Halifax Regional Municipality,B3N1X9,2018 - 2019,-63.628608,44.645863,POINT (-63.628608 44.645863)
Huminah Huminah Animation,ICT (includes Digital Media),Export Growth Program,15000,Dartmouth,Halifax Regional Municipality,B2Y3P2,2018 - 2019,-63.562672,44.669345,POINT (-63.562672 44.669345)
Oyster Promo Inc,Business Services,Export Growth Program,2000,Halifax,Halifax Regional Municipality,B3H3X9,2018 - 2019,-63.587154,44.630259,POINT (-63.587154 44.630259)
Basil Kings Farm Inc.,Agri-food,PIVP,15000,Salmon River,Digby,B5A 5B2,2019 - 2020,-66.161256,44.051386,POINT (-66.161256 44.051386)
Picture Plant Ltd.,Film Production,Export Growth Program,7787,Bridgewater,Lunenburg,B0J2C0,2018 - 2019,-64.309889,44.37635,POINT (-64.309889 44.37635)
Strongest Families Institute,Business Services,Export Growth Program,5588,Lower Sackville,Halifax Regional Municipality,B4C4E6,2018 - 2019,-63.65843038,44.7606098,POINT (-63.65843038 44.7606098)
The Instratify Group Inc.,Business Services,Export Growth Program,3250,Halifax,Halifax Regional Municipality,B3J4A2,2018 - 2019,-63.577842,44.642783,POINT (-63.577842 44.642783)
Access Labels,Advanced Manufacturing,Export Growth Program,1879,Amherst,Cumberland,B4H4E2,2018 - 2019,-63.89274,45.777062,POINT (-63.89274 45.777062)
FoodByte Inc,ICT (includes Digital Media),Export Growth Program,4320,Wolfville,Kings,B4P2R6,2018 - 2019,-64.36820119,45.0890494,POINT (-64.36820119 45.0890494)
Iron Apple,Transportation & Logistics,Export Growth Program,12100,Dartmouth,Halifax Regional Municipality,B3B1V2,2018 - 2019,-63.588236,44.692403,POINT (-63.588236 44.692403)
SailTimer Inc.,ICT (includes Digital Media),Export Growth Program,10343,Tantallon,Halifax Regional Municipality,B3Z2R9,2018 - 2019,-63.911447,44.644713,POINT (-63.911447 44.644713)
Skyline (Refer to Orgrimmar Tech. Inc.),ICT (includes Digital Media),Export Growth Program,4847,Dartmouth,Halifax Regional Municipality,B2Y1E1,2018 - 2019,-63.564563,44.6699,POINT (-63.564563 44.6699)
Survival Systems Training Limited,Oceans Technology,Export Growth Program,13425,Dartmouth,Halifax Regional Municipality,B2Y4K9,2018 - 2019,-63.542555,44.655836,POINT (-63.542555 44.655836)
Ultra Electronics Maritime Systems,Advanced Manufacturing,Export Growth Program,14995,Dartmouth,Halifax Regional Municipality,B2Y4N2,2018 - 2019,-63.545652,44.649583,POINT (-63.545652 44.649583)
East Coast School of Languages (ECSL),Business Services,Export Growth Program,4780,Halifax,Halifax Regional Municipality,B3J1V6,2018 - 2019,-63.571891,44.646015,POINT (-63.571891 44.646015)
Nodalblock Canada Holdings Inc.,ICT (includes Digital Media),Export Growth Program,5400,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Pictou Twist Pictures Inc,Film Production,Export Growth Program,5725,Halifax,Halifax Regional Municipality,B3J1J7,2018 - 2019,-63.573178,44.645217,POINT (-63.573178 44.645217)
Proven Marketing for Lawyers Inc.,Business Services,Export Growth Program,995,Halifax,Halifax Regional Municipality,B3H4K6,2018 - 2019,-63.578788,44.637258,POINT (-63.578788 44.637258)
Shift,Business Services,Export Growth Program,1633,Head Of St Margarets Bay,Halifax Regional Municipality,B3Z1X8,2018 - 2019,-63.919943,44.680846,POINT (-63.919943 44.680846)
SolutionInc Ltd,ICT (includes Digital Media),Export Growth Program,1000,Halifax,Halifax Regional Municipality,B3K1T2,2018 - 2019,-63.595928,44.658385,POINT (-63.595928 44.658385)
